Image name,predict
test/NCALM_1_00001.tif,1
test/NCALM_1_00002.tif,1
test/NCALM_1_00003.tif,1
test/NCALM_1_00004.tif,1
test/NCALM_1_00005.tif,1
test/NCALM_1_00006.tif,0
test/NCALM_1_00007.tif,1
test/NCALM_1_00008.tif,1
test/NCALM_1_00009.tif,1
test/NCALM_1_00010.tif,1
test/NCALM_1_00011.tif,0
test/NCALM_1_00012.tif,1
test/NCALM_1_00013.tif,1
test/NCALM_1_00014.tif,1
test/NCALM_1_00015.tif,0
test/NCALM_1_00016.tif,1
test/NCALM_1_00017.tif,1
test/NCALM_1_00018.tif,0
test/NCALM_1_00019.tif,1
test/NCALM_1_00020.tif,0
test/NCALM_1_00021.tif,1
test/NCALM_1_00022.tif,1
test/NCALM_1_00023.tif,1
test/NCALM_1_00024.tif,1
test/NCALM_1_00025.tif,1
test/NCALM_1_00026.tif,1
test/NCALM_1_00027.tif,1
test/NCALM_1_00028.tif,1
test/NCALM_1_00029.tif,1
test/NCALM_1_00030.tif,1
test/NCALM_1_00031.tif,1
test/NCALM_1_00032.tif,1
test/NCALM_1_00033.tif,1
test/NCALM_1_00034.tif,1
test/NCALM_1_00035.tif,1
test/NCALM_1_00036.tif,1
test/NCALM_1_00037.tif,1
test/NCALM_1_00038.tif,1
test/NCALM_1_00039.tif,1
test/NCALM_1_00040.tif,1
test/NCALM_1_00041.tif,1
test/NCALM_1_00042.tif,1
test/NCALM_1_00043.tif,1
test/NCALM_1_00044.tif,1
test/NCALM_1_00045.tif,1
test/NCALM_1_00046.tif,1
test/NCALM_1_00047.tif,1
test/NCALM_1_00048.tif,1
test/NCALM_1_00049.tif,1
test/NCALM_1_00050.tif,1
test/NCALM_1_00051.tif,1
test/NCALM_1_00052.tif,1
test/NCALM_1_00053.tif,1
test/NCALM_1_00054.tif,1
test/NCALM_1_00055.tif,1
test/NCALM_1_00056.tif,1
test/NCALM_1_00057.tif,1
test/NCALM_1_00058.tif,1
test/NCALM_1_00059.tif,1
test/NCALM_1_00060.tif,1
test/NCALM_1_00061.tif,1
test/NCALM_1_00062.tif,0
test/NCALM_1_00063.tif,1
test/NCALM_1_00064.tif,1
test/NCALM_1_00065.tif,1
test/NCALM_1_00066.tif,1
test/NCALM_1_00067.tif,1
test/NCALM_1_00068.tif,1
test/NCALM_1_00069.tif,1
test/NCALM_1_00070.tif,1
test/NCALM_1_00071.tif,1
test/NCALM_1_00072.tif,1
test/NCALM_1_00073.tif,1
test/NCALM_1_00074.tif,1
test/NCALM_1_00075.tif,1
test/NCALM_1_00076.tif,1
test/NCALM_1_00077.tif,1
test/NCALM_1_00078.tif,1
test/NCALM_1_00079.tif,1
test/NCALM_1_00080.tif,1
test/NCALM_1_00081.tif,1
test/NCALM_1_00082.tif,1
test/NCALM_1_00083.tif,1
test/NCALM_1_00084.tif,1
test/NCALM_1_00085.tif,1
test/NCALM_1_00086.tif,1
test/NCALM_1_00087.tif,1
test/NCALM_1_00088.tif,1
test/NCALM_1_00089.tif,1
test/NCALM_1_00090.tif,1
test/NCALM_1_00091.tif,1
test/NCALM_1_00092.tif,1
test/NCALM_1_00093.tif,1
test/NCALM_1_00094.tif,1
test/NCALM_1_00095.tif,1
test/NCALM_1_00096.tif,0
test/NCALM_1_00097.tif,1
test/NCALM_1_00098.tif,1
test/NCALM_1_00099.tif,1
test/NCALM_1_00100.tif,1
test/NCALM_1_00101.tif,1
test/NCALM_1_00102.tif,1
test/NCALM_1_00103.tif,1
test/NCALM_1_00104.tif,1
test/NCALM_1_00105.tif,1
test/NCALM_1_00106.tif,1
test/NCALM_1_00107.tif,0
test/NCALM_1_00108.tif,1
test/NCALM_1_00109.tif,1
test/NCALM_1_00110.tif,1
test/NCALM_1_00111.tif,1
test/NCALM_1_00112.tif,1
test/NCALM_1_00113.tif,1
test/NCALM_1_00114.tif,0
test/NCALM_1_00115.tif,1
test/NCALM_1_00116.tif,1
test/NCALM_1_00117.tif,1
test/NCALM_1_00118.tif,1
test/NCALM_1_00119.tif,1
test/NCALM_1_00120.tif,1
test/NCALM_1_00121.tif,1
test/NCALM_1_00122.tif,0
test/NCALM_1_00123.tif,1
test/NCALM_1_00124.tif,1
test/NCALM_1_00125.tif,1
test/NCALM_1_00126.tif,1
test/NCALM_1_00127.tif,1
test/NCALM_1_00128.tif,1
test/NCALM_1_00129.tif,1
test/NCALM_1_00130.tif,1
test/NCALM_1_00131.tif,1
test/NCALM_1_00132.tif,1
test/NCALM_1_00133.tif,1
test/NCALM_1_00134.tif,1
test/NCALM_1_00135.tif,1
test/NCALM_1_00136.tif,1
test/NCALM_1_00137.tif,1
test/NCALM_1_00138.tif,1
test/NCALM_1_00139.tif,1
test/NCALM_1_00140.tif,1
test/NCALM_1_00141.tif,0
test/NCALM_1_00142.tif,1
test/NCALM_1_00143.tif,1
test/NCALM_1_00144.tif,1
test/NCALM_1_00145.tif,1
test/NCALM_1_00146.tif,0
test/NCALM_1_00147.tif,1
test/NCALM_1_00148.tif,1
test/NCALM_1_00149.tif,0
test/NCALM_1_00150.tif,0
test/NCALM_1_00151.tif,1
test/NCALM_1_00152.tif,1
test/NCALM_1_00153.tif,1
test/NCALM_1_00154.tif,1
test/NCALM_1_00155.tif,1
test/NCALM_1_00156.tif,1
test/NCALM_1_00157.tif,1
test/NCALM_1_00158.tif,1
test/NCALM_1_00159.tif,1
test/NCALM_1_00160.tif,0
test/NCALM_1_00161.tif,1
test/NCALM_1_00162.tif,1
test/NCALM_1_00163.tif,1
test/NCALM_1_00164.tif,1
test/NCALM_1_00165.tif,1
test/NCALM_1_00166.tif,0
test/NCALM_1_00167.tif,1
test/NCALM_1_00168.tif,0
test/NCALM_1_00169.tif,1
test/NCALM_1_00170.tif,0
test/NCALM_1_00171.tif,1
test/NCALM_1_00172.tif,1
test/NCALM_1_00173.tif,1
test/NCALM_1_00174.tif,1
test/NCALM_1_00175.tif,1
test/NCALM_1_00176.tif,1
test/NCALM_1_00177.tif,1
test/NCALM_1_00178.tif,1
test/NCALM_1_00179.tif,1
test/NCALM_1_00180.tif,1
test/NCALM_1_00181.tif,1
test/NCALM_1_00182.tif,1
test/NCALM_1_00183.tif,1
test/NCALM_1_00184.tif,0
test/NCALM_1_00185.tif,1
test/NCALM_1_00186.tif,1
test/NCALM_1_00187.tif,1
test/NCALM_1_00188.tif,1
test/NCALM_1_00189.tif,1
test/NCALM_1_00190.tif,1
test/NCALM_1_00191.tif,1
test/NCALM_1_00192.tif,1
test/NCALM_1_00193.tif,1
test/NCALM_1_00194.tif,1
test/NCALM_1_00195.tif,1
test/NCALM_1_00196.tif,1
test/NCALM_1_00197.tif,1
test/NCALM_1_00198.tif,1
test/NCALM_1_00199.tif,0
test/NCALM_1_00200.tif,0
test/NCALM_1_00201.tif,1
test/NCALM_1_00202.tif,0
test/NCALM_1_00203.tif,1
test/NCALM_1_00204.tif,1
test/NCALM_1_00205.tif,1
test/NCALM_1_00206.tif,1
test/NCALM_1_00207.tif,1
test/NCALM_1_00208.tif,0
test/NCALM_1_00209.tif,1
test/NCALM_1_00210.tif,1
test/NCALM_1_00211.tif,1
test/NCALM_1_00212.tif,0
test/NCALM_1_00213.tif,1
test/NCALM_1_00214.tif,1
test/NCALM_1_00215.tif,1
test/NCALM_1_00216.tif,1
test/NCALM_1_00217.tif,1
test/NCALM_1_00218.tif,1
test/NCALM_1_00219.tif,1
test/NCALM_1_00220.tif,1
test/NCALM_1_00221.tif,1
test/NCALM_1_00222.tif,1
test/NCALM_1_00223.tif,1
test/NCALM_1_00224.tif,1
test/NCALM_1_00225.tif,1
test/NCALM_1_00226.tif,1
test/NCALM_1_00227.tif,1
test/NCALM_1_00228.tif,1
test/NCALM_1_00229.tif,1
test/NCALM_1_00230.tif,0
test/NCALM_1_00231.tif,1
test/NCALM_1_00232.tif,1
test/NCALM_1_00233.tif,1
test/NCALM_1_00234.tif,1
test/NCALM_1_00235.tif,1
test/NCALM_1_00236.tif,1
test/NCALM_1_00237.tif,1
test/NCALM_1_00238.tif,1
test/NCALM_1_00239.tif,1
test/NCALM_1_00240.tif,1
test/NCALM_1_00241.tif,1
test/NCALM_1_00242.tif,1
test/NCALM_1_00243.tif,1
test/NCALM_1_00244.tif,1
test/NCALM_1_00245.tif,0
test/NCALM_1_00246.tif,1
test/NCALM_1_00247.tif,1
test/NCALM_1_00248.tif,1
test/NCALM_1_00249.tif,1
test/NCALM_1_00250.tif,1
test/NCALM_1_00251.tif,1
test/NCALM_1_00252.tif,1
test/NCALM_1_00253.tif,1
test/NCALM_1_00254.tif,1
test/NCALM_1_00255.tif,1
test/NCALM_1_00256.tif,1
test/NCALM_1_00257.tif,1
test/NCALM_1_00258.tif,1
test/NCALM_1_00259.tif,1
test/NCALM_1_00260.tif,0
test/NCALM_1_00261.tif,1
test/NCALM_1_00262.tif,1
test/NCALM_1_00263.tif,1
test/NCALM_1_00264.tif,1
test/NCALM_1_00265.tif,1
test/NCALM_1_00266.tif,0
test/NCALM_1_00267.tif,1
test/NCALM_1_00268.tif,0
test/NCALM_1_00269.tif,0
test/NCALM_1_00270.tif,1
test/NCALM_1_00271.tif,1
test/NCALM_1_00272.tif,1
test/NCALM_1_00273.tif,1
test/NCALM_1_00274.tif,1
test/NCALM_1_00275.tif,1
test/NCALM_1_00276.tif,0
test/NCALM_1_00277.tif,1
test/NCALM_1_00278.tif,1
test/NCALM_1_00279.tif,1
test/NCALM_1_00280.tif,1
test/NCALM_1_00281.tif,1
test/NCALM_1_00282.tif,1
test/NCALM_1_00283.tif,1
test/NCALM_1_00284.tif,1
test/NCALM_1_00285.tif,1
test/NCALM_1_00286.tif,1
test/NCALM_1_00287.tif,1
test/NCALM_1_00288.tif,1
test/NCALM_1_00289.tif,1
test/NCALM_1_00290.tif,1
test/NCALM_1_00291.tif,0
test/NCALM_1_00292.tif,1
test/NCALM_1_00293.tif,0
test/NCALM_1_00294.tif,1
test/NCALM_1_00295.tif,1
test/NCALM_1_00296.tif,1
test/NCALM_1_00297.tif,1
test/NCALM_1_00298.tif,1
test/NCALM_1_00299.tif,1
test/NCALM_1_00300.tif,1
test/NCALM_1_00301.tif,1
test/NCALM_1_00302.tif,1
test/NCALM_1_00303.tif,1
test/NCALM_1_00304.tif,1
test/NCALM_1_00305.tif,0
test/NCALM_1_00306.tif,1
test/NCALM_1_00307.tif,1
test/NCALM_1_00308.tif,1
test/NCALM_1_00309.tif,1
test/NCALM_1_00310.tif,1
test/NCALM_1_00311.tif,1
test/NCALM_1_00312.tif,1
test/NCALM_1_00313.tif,1
test/NCALM_1_00314.tif,1
test/NCALM_1_00315.tif,1
test/NCALM_1_00316.tif,1
test/NCALM_1_00317.tif,1
test/NCALM_1_00318.tif,1
test/NCALM_1_00319.tif,0
test/NCALM_1_00320.tif,1
test/NCALM_1_00321.tif,1
test/NCALM_1_00322.tif,1
test/NCALM_1_00323.tif,0
test/NCALM_1_00324.tif,1
test/NCALM_1_00325.tif,1
test/NCALM_1_00326.tif,0
test/NCALM_1_00327.tif,1
test/NCALM_1_00328.tif,1
test/NCALM_1_00329.tif,1
test/NCALM_1_00330.tif,1
test/NCALM_1_00331.tif,0
test/NCALM_1_00332.tif,1
test/NCALM_1_00333.tif,1
test/NCALM_1_00334.tif,1
test/NCALM_1_00335.tif,1
test/NCALM_1_00336.tif,1
test/NCALM_1_00337.tif,1
test/NCALM_1_00338.tif,1
test/NCALM_1_00339.tif,1
test/NCALM_1_00340.tif,1
test/NCALM_1_00341.tif,1
test/NCALM_1_00342.tif,1
test/NCALM_1_00343.tif,1
test/NCALM_1_00344.tif,1
test/NCALM_1_00345.tif,1
test/NCALM_1_00346.tif,1
test/NCALM_1_00347.tif,1
test/NCALM_1_00348.tif,1
test/NCALM_1_00349.tif,1
test/NCALM_1_00350.tif,1
test/NCALM_1_00351.tif,1
test/NCALM_1_00352.tif,1
test/NCALM_1_00353.tif,1
test/NCALM_1_00354.tif,1
test/NCALM_1_00355.tif,0
test/NCALM_1_00356.tif,0
test/NCALM_1_00357.tif,1
test/NCALM_1_00358.tif,1
test/NCALM_1_00359.tif,1
test/NCALM_1_00360.tif,1
test/NCALM_1_00361.tif,1
test/NCALM_1_00362.tif,1
test/NCALM_1_00363.tif,1
test/NCALM_1_00364.tif,1
test/NCALM_1_00365.tif,1
test/NCALM_1_00366.tif,1
test/NCALM_1_00367.tif,1
test/NCALM_1_00368.tif,1
test/NCALM_1_00369.tif,1
test/NCALM_1_00370.tif,0
test/NCALM_1_00371.tif,1
test/NCALM_1_00372.tif,1
test/NCALM_1_00373.tif,1
test/NCALM_1_00374.tif,1
test/NCALM_1_00375.tif,1
test/NCALM_1_00376.tif,1
test/NCALM_1_00377.tif,0
test/NCALM_1_00378.tif,1
test/NCALM_1_00379.tif,1
test/NCALM_1_00380.tif,1
test/NCALM_1_00381.tif,1
test/NCALM_1_00382.tif,1
test/NCALM_1_00383.tif,1
test/NCALM_1_00384.tif,1
test/NCALM_1_00385.tif,1
test/NCALM_1_00386.tif,1
test/NCALM_1_00387.tif,1
test/NCALM_1_00388.tif,1
test/NCALM_1_00389.tif,1
test/NCALM_1_00390.tif,1
test/NCALM_1_00391.tif,1
test/NCALM_1_00392.tif,1
test/NCALM_1_00393.tif,1
test/NCALM_1_00394.tif,1
test/NCALM_1_00395.tif,1
test/NCALM_1_00396.tif,1
test/NCALM_1_00397.tif,1
test/NCALM_1_00398.tif,1
test/NCALM_1_00399.tif,1
test/NCALM_1_00400.tif,1
test/NCALM_1_00401.tif,1
test/NCALM_1_00402.tif,1
test/NCALM_1_00403.tif,1
test/NCALM_1_00404.tif,0
test/NCALM_1_00405.tif,1
test/NCALM_1_00406.tif,1
test/NCALM_1_00407.tif,0
test/NCALM_1_00408.tif,1
test/NCALM_1_00409.tif,1
test/NCALM_1_00410.tif,1
test/NCALM_1_00411.tif,0
test/NCALM_1_00412.tif,1
test/NCALM_1_00413.tif,1
test/NCALM_1_00414.tif,1
test/NCALM_1_00415.tif,1
test/NCALM_1_00416.tif,1
test/NCALM_1_00417.tif,1
test/NCALM_1_00418.tif,1
test/NCALM_1_00419.tif,1
test/NCALM_1_00420.tif,1
test/NCALM_1_00421.tif,1
test/NCALM_1_00422.tif,1
test/NCALM_1_00423.tif,1
test/NCALM_1_00424.tif,1
test/NCALM_1_00425.tif,1
test/NCALM_1_00426.tif,1
